Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,processed_text,processed_text_no_lexnorm
"memang msh noob, sedih))'",0,0,0,0,0,0,0,0,0,0,0,0,noob sedih,msh noob sedih
"USER USER USER USER USER USER Uang puluhan triliun dari Inalum adalah hasil merger BUMN Tambang yang ujung2nya saham bbrp BUMN tambang yg dijual ke asing untuk divestasi Free Port, artinya yg dilakukan pemerintah ada",0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user uang puluh triliun inalum hasil merger bumn tambang ujung saham bbrp bumn tambang jual asing divestasi free port perintah,user user user user user user uang puluh triliun inalum hasil merger bumn tambang ujung saham bbrp bumn tambang yg jual asing divestasi free port yg perintah
USER asu guwatel sok jual mahal bangettt asuuuuuuuuuuuuu',1,1,1,0,0,0,0,0,1,1,0,0,user asu guwatel sombong jual mahal bangettt asuuuuuuuuuuuuu,user asu guwatel sok jual mahal bangettt asuuuuuuuuuuuuu
"Hanya di rezim ini setelah 50 tahun dikuras, Papua merasakan hasil tambang Freeport. Semoga Papua tambah maju ekonominya dan merasakan bahwa ia berada di Indonesia.'",0,0,0,0,0,0,0,0,0,0,0,0,rezim tahun kuras papua rasa hasil tambang freeport moga papua maju ekonomi rasa indonesia,rezim tahun kuras papua rasa hasil tambang freeport moga papua maju ekonomi rasa indonesia
"USER USER Hahahaha terus ko pikir lo pinter gitu? Berak sekebon! Ngakak dah, sok iya banget padahal goblok dari awal. Kebanyakan makan taik ahok lu. Pake ngeles sana sini lagi dasar cebong kapir intoleran sara munafik goblok hahahaha'",1,1,1,0,1,0,0,0,0,1,0,0,user user hahahaha ko pikir pinter berak kebon ngakak sombong iya goblok banyak makan taik ahok pakai ngeles dasar cebong kapir intoleran sara munafik goblok hahahaha,user user hahahaha ko pikir lo pinter gitu berak kebon ngakak dah sok iya banget goblok banyak makan taik ahok lu pake ngeles dasar cebong kapir intoleran sara munafik goblok hahahaha
USER USER USER coba tunjukan pakai diagram walrasian; bahwa sdh terjadi overheating ekonomi?,0,0,0,0,0,0,0,0,0,0,0,0,user user user coba tunjuk pakai diagram walrasian overheating ekonomi,user user user coba tunjuk pakai diagram walrasian sdh overheating ekonomi
USER USER USER USER USER USER USER USER USER USER USER USER USER USER Aneh ko dungu dipelihara',1,1,1,0,0,0,0,0,1,1,0,0,user user user user user user user user user user user user user user aneh ko bodoh pelihara,user user user user user user user user user user user user user user aneh ko dungu pelihara
USER USER Bapak saya kok gembel bengad yaa',0,1,0,0,0,0,0,0,0,0,0,0,user user gembel bengad yaa,user user gembel bengad yaa
"Bangga kita sama gubernur indonesia, ngomongnya no teks.",0,0,0,0,0,0,0,0,0,0,0,0,bangga gubernur indonesia ngomongnya no teks,bangga gubernur indonesia ngomongnya no teks
USER USER Gw yg suruh lu tinggal dihutan..LAKSANAKAN dan jaga dirimu dari tertawaan monyet hutan',0,0,0,0,0,0,0,0,0,0,0,0,user user suruh tinggal hut laksana jaga diri tertawa monyet hutan,user user gw yg suruh lu tinggal hut laksana jaga diri tertawa monyet hutan
pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',0,1,0,0,0,0,0,0,0,0,0,0,pingin ngobelin memek jilatin klitnya hhhmmm,pingin ngobelin memek jilatin klitnya hhhmmm
"presiden mukenya doang sok merakyat, sok asik naik motor batangan.. kebijakannya mah nyekek rakyat miskin dan kaum buruh. #2019GantiPresiden Semangaattt...!!!",1,0,1,0,0,0,1,0,0,1,0,0,presiden mukenya sombong rakyat sombong senang motor batang bijak mah nyekek rakyat miskin kaum buruh semangaattt,presiden mukenya doang sok rakyat sok asik motor batang bijak mah nyekek rakyat miskin kaum buruh semangaattt
"bahaya, pagi2 udah mules, semoga cuma mau eek, bukan haid'",0,0,0,0,0,0,0,0,0,0,0,0,bahaya pagi mules moga eek bukan haid,bahaya pagi udah mules moga eek bukan haid
USER USER USER anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.,1,1,0,1,0,0,0,0,1,0,1,0,user user user anjing ahok kaum babi bacot mnding duel sma,user user user anjing ahok kaum babi lo bnyk bacot mnding duel sma gw
Dukung saja Pak de... ahok Anda dukung juga kan!! RAKYAT sudah semakin faham...cerdas..mana PEMBUAL mana PEMIMPIN URL,1,0,1,0,0,0,0,0,1,1,0,0,dukung de ahok dukung rakyat faham cerdas bual pimpin url,dukung de ahok dukung rakyat faham cerdas bual pimpin url
RT USER ini nih yg mau d panggil yg terhormat / yg mulia..kerjanya bikin ngaco negara ayo rame2 golput DPR dan Bubarkan DPR?,1,0,0,1,0,0,0,0,1,0,0,1,retweet user panggil hormat mulia kerja ngaco negara ayo rame golput dpr bubar dpr,rt user nih yg panggil yg hormat yg mulia kerja bikin ngaco negara ayo rame golput dpr bubar dpr
USER Sejak jokowi presiden indonesia makin mundur,1,0,1,0,0,0,0,0,1,1,0,0,user jokowi presiden indonesia mundur,user jokowi presiden indonesia mundur
cakep ya monyet nya URL,0,0,0,0,0,0,0,0,0,0,0,0,cakep monyet url,cakep monyet url
Mata hatinya sudah kelilipan sama harta. Makanya dia buta akan cinta.',0,0,0,0,0,0,0,0,0,0,0,0,hati kelilip harta buta cinta,hati kelilip harta buta cinta
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi-URL,0,0,0,0,0,0,0,0,0,0,0,0,monyet turun mukim warga cibadak sukabumi url,monyet turun mukim warga cibadak sukabumi url
"Goblog sekali, udah lah males liat reportnya kalo begini. Doa aja taun depan juara lagi'",0,1,0,0,0,0,0,0,0,0,0,0,goblog malas reportnya doa taun juara,goblog udah males liat reportnya kalo doa aja taun juara
RT USER: USER Knp gak Selamat Natal aja sekalian ? \xf0\x9f\xa4\x97 hehe...dasar si mimin bolot ! \xf0\x9f\x98\x9d',1,1,0,1,0,0,1,0,0,0,1,0,retweet user user tidak selamat natal xf xf xa tertawa dasar si mimin bolot xf xf xd,rt user user knp gak selamat natal aja xf xf xa hehe dasar si mimin bolot xf xf xd
"Aku nggak bisa ngebayangin gimana perasaan mbaknya yg udah baik-baik memberitau kalo beliau itu ""disabilitas"" kok malah dibales. ""Mati aja lu"". Bajingan\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",1,1,1,0,0,0,0,0,1,1,0,0,tidak ngebayangin asa mbak memberitau beliau disabilitas dibales mati bajing xf xf xad xf xf xad xf xf xad,nggak ngebayangin gimana asa mbak yg udah memberitau kalo beliau disabilitas dibales mati aja lu bajing xf xf xad xf xf xad xf xf xad
"Anda orang Indonesia bicara ke sesama orang Indonesia, mengapa berbahasa Arab Bung Tifatul?",1,0,1,0,1,0,0,0,0,1,0,0,indonesia bicara indonesia bahasa arab tifatul,indonesia bicara indonesia bahasa arab tifatul
USER USER Bagus mana antara kilafah apa komunis',0,0,0,0,0,0,0,0,0,0,0,0,user user bagus kilafah komunis,user user bagus kilafah komunis
USER USER Maaf salah Pak. Kroasia mayoritas Katolik.',0,0,0,0,0,0,0,0,0,0,0,0,user user maaf salah kroasia mayoritas katolik,user user maaf salah kroasia mayoritas katolik
Antek Asing. \nAntek Mamarika.\nPresiden planga plongo.\nRakyat bego.\n\xf0\x9f\x98\x84\n#UpOne',1,1,0,1,0,0,0,0,1,0,1,0,antek asing nantek mamarika npresiden planga plongo nrakyat bodoh xf xf,antek asing nantek mamarika npresiden planga plongo nrakyat bego xf xf
"Kemarin berkesempatan memberikan kuliah umum di Universitas Hassan II Casablanca di Maroko, salah satu Universitas terbesar di Maroko dengan lebih dari 24.000 mahasiswa. Terima kasih atas sambutan hangat dan rasa antusiasnya.;",0,0,0,0,0,0,0,0,0,0,0,0,kemarin sempat kuliah umum universitas hassan ii casablanca maroko salah universitas besar maroko mahasiswa terima sambut hangat antusias,kemarin sempat kuliah umum universitas hassan ii casablanca maroko salah universitas besar maroko mahasiswa terima kasih sambut hangat antusias
"USER Kamu kok pinter sih?\xf0\x9f\x98\x80\xf0\x9f\x91\x8d\n\nTIDAK PUNYA empati korban bom, sepertinya bukan ATAU tapi BODOH &amp; TERCEMAR.'",1,1,1,0,0,0,0,0,1,1,0,0,user pinter sih xf xf xf xf xd ntidak empati korban bom bukan bodoh cemar,user pinter sih xf xf xf xf xd ntidak empati korban bom bukan bodoh amp cemar
"Al-Quran dan Sunah merintahkan perangi kafir, berakibat memecah belah bangsa",1,0,0,1,1,0,0,0,0,0,1,0,al quran sunah merintahkan rang kafir akibat pecah belah bangsa,al quran sunah merintahkan rang kafir akibat pecah belah bangsa
"Semakin byk kpk menangkap ""OTT"" menjukkan KPK gagal. BUBARKAN dan serahkan kepolisian dan kejaksaan USER",1,0,0,1,0,0,0,0,1,0,0,1,kpk tangkap ott menjukkan kpk gagal bubar serah polisi jaksa user,byk kpk tangkap ott menjukkan kpk gagal bubar serah polisi jaksa user
"USER USER Ada juga hadits yg terangkai dg pecahnya 71 cabang di Yahudi, 72 di Nasrani kan?'",0,0,0,0,0,0,0,0,0,0,0,0,user user hadits rangkai pecah cabang yahudi nasrani,user user hadits yg rangkai dg pecah cabang yahudi nasrani
"USER Setelah hina kyai NU, bilang sejalan dgn NU\nSetelah hina ahok, ajak gabung ahok \nAntum gak mabok kencing onta ya akhi?'",1,1,1,0,0,0,0,0,1,1,0,0,user hina kyai nu jalan nu nsetelah hina ahok ajak gabung ahok nantum tidak mabok kencing onta akh,user hina kyai nu bilang jalan dgn nu nsetelah hina ahok ajak gabung ahok nantum gak mabok kencing onta akh
USER USER ia itu PKI',0,0,0,0,0,0,0,0,0,0,0,0,user user pki,user user pki
USER Gitu gituan apaan anjir',0,1,0,0,0,0,0,0,0,0,0,0,user gituan anjing,user gitu gituan anjir
"USER USER USER USER USER Wkwkwk.. Si mantan ustad, di ILC keliat goblok masih ga sadar didumay..,sakit perut gw liat nya'",1,1,1,0,0,0,0,0,1,1,0,0,user user user user user tertawa si mantan ustad ilc liat goblok tidak sadar didumay sakit perut,user user user user user wkwkwk si mantan ustad ilc liat goblok ga sadar didumay sakit perut gw liat
bodo amat mentab gua gak terselamatkan',0,1,0,0,0,0,0,0,0,0,0,0,bodoh mentab tidak selamat,bodo mentab gua gak selamat
Rocky Gerung: Kitab Suci adalah Fiksi,0,0,0,0,0,0,0,0,0,0,0,0,rocky gerung kitab suci fiksi,rocky gerung kitab suci fiksi
"Cinta itu memang buta, tapi jangan sampai ia memilih yang salah.'",0,0,0,0,0,0,0,0,0,0,0,0,cinta buta jangan pilih salah,cinta buta jangan pilih salah
"USER Pak USER Saya harap KemAgama mau menggelar diskusi terbuka & beradab, sy siap memberi penjelasan",0,0,0,0,0,0,0,0,0,0,0,0,user user harap kemagama gelar diskusi buka adab jelas,user user harap kemagama gelar diskusi buka adab sy jelas
"USER USER ""Ragweda adalah salah satu dari catur weda yang termasuk dalam sastra Hindu dan juga kitab Weda. Ragweda adalah kitab Sruti ( kumpulan besar sastra keagamaan Hindu) yang paling utama. \n\nSedangkan V.75.3 merujuk pada bagia",0,0,0,0,0,0,0,0,0,0,0,0,user user ragweda salah catur weda sastra hindu kitab weda ragweda kitab sruti kumpul sastra agama hindu utama nsedangkan rujuk bagia,user user ragweda salah catur weda sastra hindu kitab weda ragweda kitab sruti kumpul sastra agama hindu utama nsedangkan rujuk bagia
Masa bodoh. Tepatin janji urusan belakangan. Yg terpenting jd presiden dulu..,0,0,0,0,0,0,0,0,0,0,0,0,bodoh tepatin janji urus penting presiden,bodoh tepatin janji urus yg penting jd presiden
KPK gelar program PilkadaÂ berintegritas,0,0,0,0,0,0,0,0,0,0,0,0,kpk gelar program pilkada integritas,kpk gelar program pilkada integritas
RT USER: Semua memang salah Jokowi.. URL,1,0,1,0,0,0,0,0,1,1,0,0,retweet user salah jokowi url,rt user salah jokowi url
Apa dampak dari lengsernya rezim adalah restar ekonomi dan akan banyak yang bangkrut dari kalangan mereka. Dan ekonomi akan di rubah menjadi system ekonomi syariah kemungkinan 1 tahun setelah lengser dan ekonomi...,0,0,0,0,0,0,0,0,0,0,0,0,dampak lengser rezim restar ekonomi bangkrut kalang ekonomi rubah system ekonomi syariah tahun lengser ekonomi,dampak lengser rezim restar ekonomi bangkrut kalang ekonomi rubah system ekonomi syariah tahun lengser ekonomi
"Kebon Sayur di Deli Serdang &amp; Kebun Buah di Binjai ... Kebun Sayur Football Stadium ... SD Katolik Karya Yosef ... Evi Layanto is Ronaldo Pardede's wife, Su Pin is Ronaldo Pardede's wife, The Lie Tju is Ronaldo Pardede's wife.""",0,0,0,0,0,0,0,0,0,0,0,0,kebon sayur deli serdang kebun buah binjai kebun sayur football stadium katolik karya yosef evi layanto is ronaldo pardede wife su pin is ronaldo pardede wife the lie tju is ronaldo pardede wife,kebon sayur deli serdang amp kebun buah binjai kebun sayur football stadium sd katolik karya yosef evi layanto is ronaldo pardede wife su pin is ronaldo pardede wife the lie tju is ronaldo pardede wife
"Gerakan hari ini sekadar mengingatkan, kita pernah menentang sistem otoriter.. Jgn sampe nanti gak bsa mengkritik lagi bru menyesal.. USER OTORITER",1,0,1,0,0,0,0,0,1,1,0,0,gera tentang sistem otoriter jangan tidak bsa kritik bru sesal user otoriter,gera tentang sistem otoriter jgn sampe gak bsa kritik bru sesal user otoriter
Apa hasilnya SBY berkuasa selama 10 tahun? Proyek pada mangkrak dan korupsi besar-besaran. URL,1,0,1,0,0,0,0,0,1,1,0,0,hasil sby kuasa tahun proyek mangkrak korupsi besar url,hasil sby kuasa tahun proyek mangkrak korupsi besar url
Kalau ini benar terjadi... Manusia perlu waspada!,0,0,0,0,0,0,0,0,0,0,0,0,manusia waspada,manusia waspada
Geblek ya lu udah jam segini masih diajak bercanda ini juga gue masih mau kerja dan mikirin detailnya.',1,1,1,0,0,0,0,0,1,1,0,0,geblek jam gin ajak canda mikirin detail,geblek lu udah jam gin ajak canda gue mikirin detail
"Yg salah itu mengira bahwa cuma isi ajaran agamanya aja yg tokcer, yg lain evil. Contoh simpel: ulama kotbah soal kemashlahatan bersama itu sebenarnya kotbah generik. Mau agamanya apa pasti umumnya setuju soal kepentingan bersama. Bahkan yg ateis kaya gu",0,0,0,0,0,0,0,0,0,0,0,0,salah isi ajar agama tokcer evil contoh simpel ulama kotbah kemashlahatan kotbah generik agama tuju penting ateis kaya gu,yg salah isi ajar agama aja yg tokcer yg evil contoh simpel ulama kotbah kemashlahatan kotbah generik agama tuju penting yg ateis kaya gu
"pak jokowi. Tegas = diktator Ramah = antek cina. Blg lindungi nkri. HTI dibubarin protes. Blg bantu rohingya, dibantu eh dikata pencitraan",1,0,1,0,0,0,0,0,1,1,0,0,jokowi diktator ramah antek cina blg lindung nkri hti dibubarin protes blg bantu rohingya bantu eh kata citra,jokowi diktator ramah antek cina blg lindung nkri hti dibubarin protes blg bantu rohingya bantu eh kata citra
"4. Menurut Presiden USER, menjelang penyelenggaraan yang sudah semakin dekat ini, publikasi luas merupakan hal yang penting baik di media nasional maupun internasional #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",0,0,0,0,0,0,0,0,0,0,0,0,presiden user jelang selenggara publikasi luas media nasional internasional,presiden user jelang selenggara publikasi luas media nasional internasional
"USER USER Sama gincu aja ga berani, dasar banci'",1,1,1,0,0,0,0,1,0,1,0,0,user user gincu tidak berani dasar banci,user user gincu aja ga berani dasar banci
USER bawa2 gugel ah tai del',0,1,0,0,0,0,0,0,0,0,0,0,user bawa gugel ah tai del,user bawa gugel ah tai del
USER nyanyi bareng yuk....,0,0,0,0,0,0,0,0,0,0,0,0,user nyanyi bareng yuk,user nyanyi bareng yuk
USER USER Semua instansi internasional itu bagi cebong adalah kaum radikal. \xf0\x9f\x98\x80',1,1,0,1,0,0,0,0,1,0,1,0,user user instansi internasional cebong kaum radikal xf xf,user user instansi internasional cebong kaum radikal xf xf
"Biarlah rama berkata\nBiarlah shinta berucap\nAku hanya tertunduk malu\nAku hanya meratap sedih\n\nBiarlah rama,,shinta bercerita tentang asmara\nAku hanya terdiam bisu mendengar,,melihat kisah percintaan mereka\n\nKarena aku hanyalah wayang yg senantias",0,0,0,0,0,0,0,0,0,0,0,0,biar rama nbiarlah shinta ucap naku tunduk malu naku ratap sedih nbiarlah rama shinta cerita asmara naku diam bisu dengar kisah cinta nkarena wayang senantias,biar rama nbiarlah shinta ucap naku tunduk malu naku ratap sedih nbiarlah rama shinta cerita asmara naku diam bisu dengar kisah cinta nkarena wayang yg senantias
"USER Sholat dan hijab wajib hukumnya. Berarti dia masih baik. Dia jadi lesbi pasti ada alasan nya. Deketin dia, ajak cerita apa yang terjadi sm dia, dukung dia, perlahan-lahan dia pasti mau berubah dan ninggalin itu semua'",0,0,0,0,0,0,0,0,0,0,0,0,user sholat hijab wajib hukum lesbi alas deketin ajak cerita dukung perlahan lahan ubah ninggalin,user sholat hijab wajib hukum lesbi alas deketin ajak cerita sm dukung perlahan lahan ubah ninggalin
Foto ini Menampar saya !!!!; ; Awalnya saya hanya sekilas melihat foto yang banyak dishare ini dimana Habib Luthfi bin Yahya sedang menangis memeluk seorang ulama pada Konferensi Internasional Bela...,0,0,0,0,0,0,0,0,0,0,0,0,foto tampar kilas foto dishare di mana habib luthfi bin yahya menang peluk ulama konferensi internasional bela,foto tampar kilas foto dishare mana habib luthfi bin yahya menang peluk ulama konferensi internasional bela
"Kata USER nggak ngaruh. Begitu nggak lolos PT baru nyesal, mengapa jadi Partai semangka ?; #IniBaruWow; #2019GantiPresiden",1,0,0,1,0,0,0,0,1,0,1,0,user tidak ngaruh tidak lolos pt nyesal partai semangka,user nggak ngaruh nggak lolos pt nyesal partai semangka
Ketua DPR: Budaya tak Identik PertunjukanÂ Seni,0,0,0,0,0,0,0,0,0,0,0,0,ketua dpr budaya tidak identik tunjuk seni,ketua dpr budaya tak identik tunjuk seni
banyak banget lelaki brengsek di dunia ini\n\nmudah2an kamu gak termasuk ya URL,0,1,0,0,0,0,0,0,0,0,0,0,lelaki brengsek dunia nmudahan tidak url,banget lelaki brengsek dunia nmudahan gak url
Kuat brp ronde hihi\nNgentot sange',0,1,0,0,0,0,0,0,0,0,0,0,kuat brp ronde tertawa nngentot sange,kuat brp ronde hihi nngentot sange
"USER Jangan Hoax, kata LBP mau rupiah selemah apapun gak jadi masalah, gak ada pengaruh apa-apa bagi ekonomi apalagi sampe bikin rugi BUMN, pokoknya selama Jokowi Presiden mau Rupiahnya melemah menjadi 20rb pun Indonesia akan aman-aman aja\n\",0,0,0,0,0,0,0,0,0,0,0,0,user jangan berita bohong lbp rupiah lemah apa tidak tidak pengaruh ekonomi rugi bumn pokok jokowi presiden rupiah lemah rb indonesia aman aman,user jangan hoax lbp rupiah lemah apa gak gak pengaruh ekonomi sampe bikin rugi bumn pokok jokowi presiden rupiah lemah rb indonesia aman aman aja
Lengserkan pengkhianat yg menusuk dr belakang serta antek-anteknya di MA,1,0,0,1,0,0,0,0,1,0,0,1,lengser khianat tusuk antek antek ma,lengser khianat yg tusuk dr antek antek ma
"Sebagai orang Kristen, maka IMAN - KASIH - PENGHARAPAN merupakan dasar kehidupan kita.'",0,0,0,0,0,0,0,0,0,0,0,0,kristen iman harap dasar hidup,kristen iman kasih harap dasar hidup
"Kerjasama yg baik antara Pemerintah Pusat, Pemerintah Daerah dan Swasta untuk mewujudkan Bandara yg megah",0,0,0,0,0,0,0,0,0,0,0,0,kerjasama perintah pusat perintah daerah swasta wujud bandara megah,kerjasama yg perintah pusat perintah daerah swasta wujud bandara yg megah
Kisah nyata malin kundang : 100% daftar nama yang mengucapkan kalimat (JANGAN NGEWE DENGAN WANITA) itu tuh yaitu :; 1. KEMENTERIAN AGAMA; 2. CIPUTAT; 3. CIPUTAT RAYA; 4. BENDI NEGARA; 5. BENDI KEPOLISIAN; 6. BENDI TAHANAN; 7. SKCK; 8. DARI SABANG SAMPAI MA,1,1,0,1,0,0,0,1,0,0,1,0,kisah malin kundang daftar nama kalimat jangan ngewe wanita menteri agama ciputat ciputat raya bendi negara bendi polisi bendi tahan skck sabang ma,kisah malin kundang daftar nama kalimat jangan ngewe wanita tuh menteri agama ciputat ciputat raya bendi negara bendi polisi bendi tahan skck sabang ma
bekerja lah tuk duniamu seakan engkau hidup selamanya beramal lah tuk akhiratmu seakan esok hari engkau tlah tiada,0,0,0,0,0,0,0,0,0,0,0,0,tuk dunia akan engkau hidup amal tuk akhirat akan esok engkau tlah tiada,tuk dunia akan engkau hidup amal tuk akhirat akan esok engkau tlah tiada
"Saya pribumi, Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.",1,1,1,0,0,0,0,0,1,1,0,0,pribumi kristen dukung ahok anti manusia bodoh goblok steven hadisurya sulistyo,pribumi kristen dukung ahok anti manusia bodoh goblok steven hadisurya sulistyo
"Asisten Gubernur Kepala Departemen Kebijakan Ekonomi dan Moneter BI Dody Budi Waluyo mengatakan,",0,0,0,0,0,0,0,0,0,0,0,0,asisten gubernur kepala departemen bijak ekonomi moneter bi dody budi waluyo,asisten gubernur kepala departemen bijak ekonomi moneter bi dody budi waluyo
Minoritas Muslim Rohingya sekian lama dizholimi,1,0,0,1,1,1,0,0,0,0,1,0,minoritas muslim rohingya sekian dizholimi,minoritas muslim rohingya sekian dizholimi
"Barangkali seperti itu sudut pandangnya. Agar memudahkan dalam perawatan.; Namun sebagai cagar budaya. Apa gunanya RG tanpa masyarakat adatnya. Dengan dihibahkan ke pemda. Masyarakat adat akan kehilangan kepemilikan atas salah satu dasar bakaum banagari. """,0,0,0,0,0,0,0,0,0,0,0,0,barangkali sudut pandang mudah awat cagar budaya guna rg tanpa masyarakat adat hibah pemda masyarakat adat hilang milik salah dasar bakaum banagari,barangkali sudut pandang mudah awat cagar budaya guna rg tanpa masyarakat adat hibah pemda masyarakat adat hilang milik salah dasar bakaum banagari
RT USER: Ahoax penista agama kembali mengolok olok surat AL-MAIDAH 51. Cc USER,1,1,1,0,1,0,0,0,0,1,0,0,retweet user ahoax nista agama olok olok surat al maidah cc user,rt user ahoax nista agama olok olok surat al maidah cc user
"6. Presiden juga mengingatkan soal regulasi yang menghambat pelaksanaan berusaha, baik di Kementerian, di tingkat provinsi, di tingkat kabupaten, di tingkat kota. Presiden minta sekali lagi untuk dipangkas sebanyak-banyaknya dan disederhanakan.#ratas",0,0,0,0,0,0,0,0,0,0,0,0,presiden regulasi hambat laksana usaha menteri tingkat provinsi tingkat kabupaten tingkat kota presiden pangkas banyak sederhana,presiden regulasi hambat laksana usaha menteri tingkat provinsi tingkat kabupaten tingkat kota presiden pangkas banyak sederhana
USER USER Surban putih jubah putih ht nya busuk2 se busuk tae onta bro.',1,1,0,1,0,0,0,0,1,0,1,0,user user surban putih jubah putih ht busuk busuk tae onta bro,user user surban putih jubah putih ht busuk busuk tae onta bro
"USER Tidak heran, kan aslinya anda burik \xf0\x9f\x91\x8d'",1,1,1,0,0,0,0,0,1,1,0,0,user tidak heran asli burik xf xf xd,user tidak heran asli burik xf xf xd
Kemenangan anies-sandi berdiri diatas bahu orang-orang yg terkena kasus hukum fitnah,1,0,1,0,0,0,0,0,1,1,0,0,menang anies sandi diri atas bahu kena hukum fitnah,menang anies sandi diri atas bahu yg kena hukum fitnah
SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM #IklanAhokJahat,1,1,1,0,0,0,0,0,1,1,0,0,si kutil babi leceh pribumi umat islam,si kutil babi leceh pribumi umat islam
"USER mungkin dia blm siap buat come out, mungkin karna di indonesia masih sangat banyak org yg ga menerima lgbt dan pacar kamu belom siap kayak di asingkan di negri sendiri, sabar aja dulu ya^^'",0,0,0,0,0,0,0,0,0,0,0,0,user belum come out indonesia tidak terima lgbt pacar belum asing negri sabar,user blm come out karna indonesia org yg ga terima lgbt pacar bom kayak asing negri sabar aja
Forkopimda Siap Wujudkan Pilkada Tanpa Politik Uang dan Isu SARA,0,0,0,0,0,0,0,0,0,0,0,0,forkopimda wujud pilkada tanpa politik uang isu sara,forkopimda wujud pilkada tanpa politik uang isu sara
USER USER USER USER USER USER USER Saya ada disetiap aksi bela islam dari para penghina agama.; Siapapun dia mau sebarisan atau tidak.; ; Bukan kaum munafik yg bela islam klo pelakunya dari kelompok la,0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user tiap aksi bela islam hina agama baris tidak bukan kaum munafik bela islam laku kelompok la,user user user user user user user tiap aksi bela islam hina agama baris tidak bukan kaum munafik yg bela islam klo laku kelompok la
"Tujuan dari proses kekuasaan adalah keamanan, kesejahteraan dan keadilan bagi rakyat #PoliticianAcademy #PositifLugasDanMencerahkan",0,0,0,0,0,0,0,0,0,0,0,0,tuju proses kuasa aman sejahtera adil rakyat,tuju proses kuasa aman sejahtera adil rakyat
"Pengajuan praperadilan sebagaimana di atur dlm Pasal 79 jo 77 KUHAP dapat diajukan kepada ketua pengadilan negeri setempat.\nJika terbukti bahwa ""razia kesusilaan"" tersebut cacat prosedural maka status tersangka bisa dibatalkan oleh hakim karena dianggap",0,0,0,0,0,0,0,0,0,0,0,0,aju praperadilan atur pasal jo hap aju ketua adil negeri njika bukti razia susila cacat prosedural status sangka batal hakim anggap,aju praperadilan atur dlm pasal jo hap aju ketua adil negeri njika bukti razia susila cacat prosedural status sangka batal hakim anggap
USER Gua ketemu anjir didepan gua :(',0,1,0,0,0,0,0,0,0,0,0,0,user ketemu anjing depan,user gua ketemu anjir depan gua
yeah sex is cool but have u ever :\n-numpuk piring di tengah meja setelah makan \n-bawa lagi sampah keluar abis nonton bioskop\n-ngga cancel ojol sembarangan\n-ngga manggil orang main hp dgn sebutan Autis\n=belajar diem drpd ngomong tapi menjatuhkan / ju,0,0,0,0,0,0,0,0,0,0,0,0,yeah sex is cool but have ever numpuk piring tengah meja makan bawa sampah abis nonton bioskop tidak cancel ojol sembarang tidak manggil main hp sebut autis ajar diem bicara jatuh ju,yeah sex is cool but have ever numpuk piring tengah meja makan bawa sampah abis nonton bioskop ngga cancel ojol sembarang ngga manggil main hp dgn sebut autis ajar diem drpd ngomong jatuh ju
"Penggunaan make up/skincare yang mengandung merkuri walau dipake sedikit seperti lipstik di bibir, tapi ternyata dapat meresap melalui pori-pori \xf0\x9f\x98\xb1\r Pada wanita hamil, merkuri yang terserap bisa mengakibatkan pertumbuhan janin terhambat, c",0,0,0,0,0,0,0,0,0,0,0,0,guna make up skincare kandung merkuri dipake lipstik bibir resap pori pori xf xf xb wanita hamil merkuri serap akibat tumbuh janin hambat,guna make up skincare kandung merkuri dipake lipstik bibir resap pori pori xf xf xb wanita hamil merkuri serap akibat tumbuh janin hambat
USER bahkan penganut Islam Nusantara tak pernah megecam PKI',0,0,0,0,0,0,0,0,0,0,0,0,user anut islam nusantara tidak megecam pki,user anut islam nusantara tak megecam pki
"2,ataukah kamu (hai orang-orang Yahudi dan Nasrani) mengatakan bahwa Ibrahim, Isma'il, Ishaq, Ya'qub dan""",0,0,0,0,0,0,0,0,0,0,0,0,yahudi nasrani ibrahim isma il ishaq qub,yahudi nasrani ibrahim isma il ishaq qub
Pekerja CiNA Proyek Jalan TOL Lempar Bendera Merah Putih CUMA dihukum HORMAT BENDERA &amp; Di DEPORTASI LAHH,1,0,0,1,0,1,0,0,0,0,1,0,kerja cina proyek jalan tol lempar bendera merah putih hukum hormat bendera deportasi lahh,kerja cina proyek jalan tol lempar bendera merah putih hukum hormat bendera amp deportasi lahh
USER trus jualannya di FKL gitu. ngamfrak... hahha bani kamfret logikanya kacau.',1,1,0,1,0,0,0,0,1,0,1,0,user jual fkl ngamfrak hahha bani kamfret logika kacau,user trus jual fkl gitu ngamfrak hahha bani kamfret logika kacau
